product_id,title,description,categories,url,price,quantity,image,characteristics,ingredients,allergens,interests,servings,calories
vegan-italian-bolognese-ravioli-076418,Vegan Italian Bolognese Ravioli," We don’t necessarily buy into the notion that the strength of plant-based fare should be judged solely by how well it replicates the experience of eating something made with dairy or meat. However, when you happen upon a vegan version of an entrée that could genuinely be mistaken for its animal-derived counterpart, even we have to admit: that’s something special. And indeed, Trader Joe’s Italian Vegan Bolognese Ravioli are something special! Each one is filled with a rich and hearty Bolognese-style tomato sauce, with just the right ratio of mushrooms and lentils mixed in to evoke the same toothsome texture and savory, umami flavor you’d find from a meat-based Bolognese.   Like our other fresh ravioli, these Vegan Bolognese Ravioli take only a few minutes in boiling water before they’re perfectly al dente, making them an effortless entrée option for a busy weeknight dinner. While we find that they’re delicious enough with just a splash of olive oil and a sprinkling of chili flakes, they take well to pairing with red sauces, too. If you really wish to bump up the Bolognese factor, while still keeping your plate totally plant-based, you can even serve them with our very own Vegan Bolognese Style Pasta Sauce. ","['Food', 'Fresh Prepared Foods', 'Entrées & Center of Plate']",https://www.traderjoes.com/home/products/pdp/vegan-italian-bolognese-ravioli-076418,$3.99,8.8 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20503/76418.png/jcr:content/renditions/cq5dam.web.1280.1280,Vegan,"['FILLING (CRUSHED TOMATOES, COOKED LENTILS [WATER, LENTILS], VEGETABLE OIL [SOYBEAN, SUNFLOWER, CORN AND/OR CANOLA OIL], ROASTED TOMATO, MUSHROOM, TOMATO PASTE, BREADCRUMBS [WHEAT FLOUR, SALT, YEAST], CORNSTARCH, ONION, SUGAR, SUNDRIED TOMATO [TOMATO, SALT], APPLE JUICE CONCENTRATE, SALT, GARLIC, YEAST EXTRACT, DRIED PORCINI MUSHROOMS, BLACK PEPPER, LAUREL LEAVES, ROSEMARY, OREGANO)', 'PASTA (DURUM WHEAT SEMOLINA, WATER).']",CONTAINS WHEAT.,"['Alfresco Dining', 'Dinner Hack', 'Make It Meatless', 'Pair With Wine']",['1 cup(83g)'],['170 ']
grilled-chicken-strips-075767,Grilled Chicken Strips," When in you’re in the mood for a simple, goes-with-everything kind of protein, you can’t go wrong with a nice piece of grilled chicken. The only trouble, of course, is that when you’re in that something-scrumptious-yet-simple kind of mood, you usually don’t have the time or the temperament to fire up a grill. That’s why we offer our frozen Trader Joe’s Grilled Chicken Strips. Each bag contains a pound of fully-cooked white chicken meat that’s been seasoned with just a touch of savory spices, then cut into highly servable strips. And since they only take a few minutes in the microwave or on the stovetop to go from frozen to steamy, juicy, and ready-to-eat, it’s never been easier to put protein on your plate. If you regularly prep school or work lunches, you’ll especially appreciate how quick, convenient, and tasty these tender, flavorful, Grilled Chicken Strips are. They pair well with all kinds of veggies and starches, and take particularly well to customizing with your favorite sauces and seasonings—we’re partial to tossing them with a bit of Korean Gochujang Sauce, ourselves. They’re a great topper for salads, pastas, and pizzas, phenomenal as a filling for tacos and quesadillas, lovely when layered into sandwiches and wraps, and an easy addition to casseroles and baked enchiladas. ","['Food', 'From The Freezer', 'Entrées & Sides']",https://www.traderjoes.com/home/products/pdp/grilled-chicken-strips-075767,$8.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20602/75767.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['CHICKEN BREAST WITH RIB MEAT', 'WATER', 'CONTAINS LESS THAN 2% OF TAPIOCA STARCH', 'DEXTROSE', 'SALT', 'GROUND WHITE PEPPER', 'ONION POWDER', 'DEHYDRATED GARLIC']",,"['Dinner Hack', 'Fry It Up', 'Yes!']",['3 oz(84g)'],['110 ']
raw-almond-butter-creamy-no-salt-056995,Raw Almond Butter Creamy No Salt," This Creamy Almond Butter is naked. It’s just plain old almonds ground to perfection, happily basking in all their glory. These nuts are au naturale, with nary a salt grain to cover their nude, nutty bums.   Aside from the fact that Raw Creamy Almond Butter has nothing added to it, it is also authentically raw, and by “raw,” we mean that these nuts have not been cooked. They were not toasted, roasted, or even “lightly dried” (which would basically amount to roasting).   No cooking, no roasting, no drying, no salt, no added oils… no nothing. Or, more accurately, “no something.” But, don’t be confused. They are something. They are simply the finest almonds California has to offer, gently ground into a creamy, spreadable nut topping suitable for dressing up toast, muffins, bagels, celery sticks… just about anything other nude food that could benefit from a flavorful layer of Raw Creamy Almond Butter. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/raw-almond-butter-creamy-no-salt-056995,$6.49,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/56995.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['RAW ALMONDS'],CONTAINS ALMONDS.,"['Alfresco Dining', 'Family Style', 'Picnic', 'Rain or Shine']",['2 tbsp(32g)'],['190 ']
crunchy-almond-butter-salted-052293,Crunchy Almond Butter Salted," Trader Joe’s Crunchy Almond Butter – Salted is so simple and delicious, it’s nutty! It’s also nutty because it’s made for us from premium California almonds. Our supplier has perfected the almond dry-roast to get the most out of these nuts. Once roasted, the almonds are ground into a creamy paste. The flavor is pure almond, in Creamy Butter form. It’s a great way to add a protein boost to your whole-wheat breakfast toast, or your meatless sandwich. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/crunchy-almond-butter-salted-052293,$5.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/52293.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ALMONDS', 'SEA SALT']",CONTAINS ALMONDS.,"['Alfresco Dining', 'Family Style', 'Rain or Shine']",['2 Tbsp(32g)'],['190 ']
creamy-almond-butter-no-salt-051435,Creamy Almond Butter No Salt," Trader Joe’s Creamy Almond Butter with No Salt is so simple and delicious, it’s nutty! t’s also nutty because it’s made for us from premium California almonds. Our supplier has perfected the almond dry-roast to get the most out of these nuts. Once roasted, the almonds are ground into a creamy paste. The flavor is pure almond, in Creamy Butter form. It’s a great way to add a protein boost to your whole-wheat breakfast toast, or your meatless sandwich. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/creamy-almond-butter-no-salt-051435,$5.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/51435.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['ALMONDS'],CONTAINS  ALMONDS.,"['Alfresco Dining', 'Family Style', 'Rain or Shine']",['2 Tbsp(32g)'],['190 ']
creamy-almond-butter-salted-051436,Creamy Almond Butter Salted," Trader Joe’s Creamy Almond Butter – Salted is so simple and delicious, it’s nutty! It’s also nutty because it’s made for us from nothing but premium, California-grown almonds. Our supplier has perfected the almond dry-roast to get the most out of these nuts. Once roasted, the almonds are ground into a creamy paste, then more small bits of almonds are stirred in — hence the crunch. TJ’s Almond Butters are a great way to add a protein boost to your whole-wheat breakfast toast, smoothie, or oatmeal. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/creamy-almond-butter-salted-051436,$5.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/51436.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['ALMONDS', 'SEA SALT']",CONTAINS  ALMONDS.,"['Alfresco Dining', 'Family Style', 'Rain or Shine']",['2 Tbsp(32g)'],['190 ']
crunchy-almond-butter-no-salt-051437,Crunchy Almond Butter No Salt," Trader Joe’s CrunchyAlmond Butter - No Salt is so simple and delicious, it’s nutty! It’s also nutty because it’s made for us from nothing but premium, California-grown almonds. Our supplier has perfected the almond dry-roast to get the most out of these nuts. Once roasted, the almonds are ground into a creamy paste, then more small bits of almonds are stirred in — hence the crunch. TJ’s Almond Butters are a great way to add a protein boost to your whole-wheat breakfast toast, smoothie, or oatmeal. ","['Food', 'For the Pantry', 'Nut Butters & Fruit Spreads']",https://www.traderjoes.com/home/products/pdp/crunchy-almond-butter-no-salt-051437,$5.99,16 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20903/51437.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['ALMONDS'],CONTAINS  ALMONDS.,"['Alfresco Dining', 'Family Style', 'Rain or Shine']",['2 Tbsp(32g)'],['190 ']
sliced-muenster-cheese-073329,Sliced Muenster Cheese," Imagine yourself, a French immigrant in 1800s Wisconsin, longing for the cheese of your homeland without the convenience of modern express shipping. So you head to the kitchen and begin making it the way you always used to, trying to imitate French Munster cheese. While that may sound like ancient history, think of it as the beginning of American Muenster, and by extension, the birth of Trader Joe’s Sliced Muenster Cheese.   Our Sliced Muenster Cheese is far from the original French Munster where it doesn’t undergo rind-washing or aging, resulting in a mellow flavor with a pleasant tang. The distinctive red-orange rind you see gets its color from annatto which happens to be the same natural vegetable dye used to give Cheddars their vibrant orange hues. Trader Joe’s Sliced Muenster Cheese marries this appearance, texture, and flavor into what is considered one of the great original American cheeses. With a semi-soft texture from the package, the versatility of our Sliced Muenster is unmatched. Use it with cold cuts or take advantage of its flawless melting ability and top a variety of hot dishes. ","['Food', 'Cheese', 'Slices, Shreds, Crumbles']",https://www.traderjoes.com/home/products/pdp/sliced-muenster-cheese-073329,$4.49,12 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20201/73329.png/jcr:content/renditions/cq5dam.web.1280.1280,,"['PASTEURIZED CULTURED MILK', 'MICROBIAL RENNET', 'SALT', 'ENZYMES', 'ANNATTO (COLOR)']",CONTAINS MILK.,"['Family Style', 'Picnic', 'Put An Egg On It', 'Yes!']",['1 oz(28g)/1 slice'],['110']
lightly-smoked-sardines-in-olive-oil-026527,Lightly Smoked Sardines in Olive Oil," We often consider Trader Joe’s Sardines in Olive Oil the alphas of the Omegas. Omega-3 fatty acids, that is. Sardines, named for the Mediterranean island of Sardinia and also known as pilchards, are rich in flavor and a natural source of Omega-3’s, with one gram of Omega-3s per serving – quite a bit when you consider the small stature of a sardine. They’re also a good source of calcium.   Back in the late 19th and early 20th centuries, sardines were the most commonly consumed canned fish. When a sudden sardine shortage threatened the livelihood of one canner, he began substituting tuna in those cans, and a new industry was born. Sardines, though, returned to abundant levels and have been held in high esteem through the years. Their versatility may be one reason. You can serve them on crackers, in sandwiches, folded into pastas or atop salads – we know a good number of people who eat them with a fork, straight out of the can. ","['Food', 'For the Pantry', 'Packaged Fish, Meat, Fruit & Veg']",https://www.traderjoes.com/home/products/pdp/lightly-smoked-sardines-in-olive-oil-026527,$1.99,4.25 Oz,https://www.traderjoes.com/content/dam/trjo/products/m20902/26527.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['SARDINE', 'OLIVE OIL', 'SALT', 'NATURAL FLAVOR']",CONTAINS  SARDINE.,['Backpack Ready'],['1 can drained(85g)'],['180 ']
pure-grade-a-maple-syrup-004892,Pure Grade A Maple Syrup," Around 2015, the maple syrup industry initiated a shift in its labeling. Before then, there were three “grades”: A, B and C. The trouble was, while these grades simply referred to color and flavor, consumers often thought each letter had something to do with quality. To avoid confusion, a new system was created in which all maple syrups are called “Grade A,” followed by their specific color and flavor designation.   Here we have Trader Joe’s 100% Maple Syrup – Grade A Amber Color & Rich Taste (first presented in 2006 under the old labeling system). This is the second lightest (both in color and flavor) of the four Grade A syrups. Its lightness is due, in part, to having been tapped mid-season. (Syrups start out lighter and become darker as the season progresses.) Given its particular qualities, this Maple Syrup works well for most eating occasions— from pancake topping, to Old Fashioned sweetening. ","['Food', 'For the Pantry', 'Honeys, Syrups & Nectars']",https://www.traderjoes.com/home/products/pdp/pure-grade-a-maple-syrup-004892,$4.99,8 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20909/04892.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,['MAPLE SYRUP'],,"['Brunch All Day', 'Pour It On', 'Rise & Shine']",['2 Tbsp(30 mL)'],['100']
organic-vermont-maple-syrup-066402,Organic Vermont Maple Syrup," We sell a lot of maple syrup from Canada—and why not? So many quality syrups are derived from north-of- the-border sap. But here in the U.S., Vermont is the place from which the most revered domestic maple syrup comes.   Trader Joe’s Organic Vermont Grade A Dark Color & Robust Taste Maple Syrup is harvested late in the season, when the sap’s sugar content is lower and water content is higher. The longer boiling period required to create the finished syrup results in the darker color and intense flavor. It’s an impeccable pancake partner, and an ideal ingredient in maple-focused recipes as well. ","['Food', 'For the Pantry', 'Honeys, Syrups & Nectars']",https://www.traderjoes.com/home/products/pdp/organic-vermont-maple-syrup-066402,$4.99,8 Fl Oz,https://www.traderjoes.com/content/dam/trjo/products/m20909/66402.png/jcr:content/renditions/cq5dam.web.1280.1280,Organic,['ORGANIC MAPLE SYRUP'],,"['Pour It On', 'Rise & Shine']",['2 Tbsp.(30mL)'],['100 ']
sweet-spicy-pecans-078808,Sweet & Spicy Pecans," The venerable pecan, of pie fame, likely grew wild for centuries before being domesticated and cultivated as a major agricultural crop. Today, the United States produces hundreds of thousands of tons of pecans annually – Trader Joe’s doesn’t sell all of them, but we do move a plethora of pecans through our doors each year. We sell raw pecans and roasted pecans, whole pecans, and pieces of pecans. And, these, the pecans de resistance, Sweet & Spicy Pecans.   Trader Joe’s Sweet & Spicy Pecans begin as high quality, fancy junior mammoth (that’s how they’re officially categorized in nut-land; even we couldn’t make that up) pecan halves from Texas. They’re roasted with canola oil, and seasoned with sugar, salt, and a kicky blend of spices – cayenne, ancho chile, and paprika – to create a uniquely flavored nut that’s at home as a snack, salad topper, or cheese plate partner. They’re not too sweet and not too spicy; their balance is what makes them so craveable. Our recommendation: Buy two at a time; you can thank us later. ","['Food', 'Snacks & Sweets', 'Nuts, Dried Fruits, Seeds']",https://www.traderjoes.com/home/products/pdp/sweet-spicy-pecans-078808,$4.49,5 Oz,https://www.traderjoes.com/content/dam/trjo/products/m21003/78808.png/jcr:content/renditions/cq5dam.web.1280.1280,Kosher,"['PECANS', 'POWDERED SUGAR (CANE SUGAR, TAPIOCA STARCH)', 'CANOLA OIL', 'SPICES', 'CANE SUGAR', 'SALT']",CONTAINS PECAN.,"['Backpack Ready', 'Cheese Board', 'Crack a Beer', 'Desk Drawer', 'Midday Snacks']",['1/4 cup(30g)'],['220 ']
